Column1,Column2,Column3
0.0,58.3688102697189,50.3688102697189
0.925731480121613,58.6087097316759,50.6087097316759
1.85146296024323,58.628277484496,50.628277484496
2.77719444036484,58.6957515734452,50.6957515734452
3.70292592048645,58.7684087849747,50.7684087849747
4.62865740060806,58.847475591599,50.847475591599
5.55438888072968,58.8769234328682,50.8769234328682
6.48012036085129,58.6327457702337,50.6327457702337
7.4058518409729,58.3953597138324,50.3953597138324
8.33158332109451,58.3873642468366,50.3873642468366
9.25731480121613,58.5530482989294,50.5530482989294
10.1830462813377,58.8328369578739,50.8328369578739
11.1087777614594,58.6648593377342,50.6648593377342
12.034509241581,58.7294879973241,50.7294879973241
12.9602407217026,58.8278124261237,50.8278124261237
13.8859722018242,58.8347727855345,50.8347727855345
14.8117036819458,59.0520970301462,51.0520970301462
15.7374351620674,58.7167824923043,50.7167824923043
16.663166642189,58.4692942427958,50.4692942427958
17.5888981223106,58.3178181045142,50.3178181045142
18.5146296024323,58.7308107821556,50.7308107821556
19.4403610825539,59.1665881203046,51.1665881203046
20.3660925626755,58.8897100627848,50.8897100627848
21.2918240427971,58.248973130223,50.248973130223
22.2175555229187,58.3338104934405,50.3338104934405
23.1432870030403,58.8479364519989,50.8479364519989
24.0690184831619,58.8861766401301,50.8861766401301
24.9947499632835,59.4551431528959,51.4551431528959
25.9204814434052,58.872909250567,50.872909250567
26.8462129235268,58.8508731610123,50.8508731610123
27.7719444036484,58.9843473093414,50.9843473093414
28.69767588377,58.9021245938183,50.9021245938183
29.6234073638916,58.6359548536457,50.6359548536457
30.5491388440132,58.5701565304278,50.5701565304278
31.4748703241348,58.5473218563576,50.5473218563576
32.4006018042564,58.3177403145485,50.3177403145485
33.3263332843781,58.1587189874693,50.1587189874693
34.2520647644997,58.2567424908714,50.2567424908714
35.1777962446213,58.3691749546257,50.3691749546257
36.1035277247429,58.3526251278953,50.3526251278953
37.0292592048645,58.5541724598926,50.5541724598926
37.9549906849861,58.6685096316188,50.6685096316188
38.8807221651077,58.5536367305055,50.5536367305055
39.8064536452293,58.7404809244555,50.7404809244555
40.732185125351,58.7489552345398,50.7489552345398
41.6579166054726,58.5022446150703,50.5022446150703
42.5836480855942,57.9880187471038,49.9880187471038
43.5093795657158,58.1062839936208,50.1062839936208
44.4351110458374,58.0555155453595,50.0555155453595
45.360842525959,58.6565130644912,50.6565130644912
46.2865740060806,59.2864339217688,51.2864339217688
47.2123054862022,59.7509711958414,51.7509711958414
48.1380369663239,59.7522075549591,51.7522075549591
49.0637684464455,59.5070518851098,51.5070518851098
49.9894999265671,59.4496899772668,51.4496899772668
50.9152314066887,59.1703018957666,51.1703018957666
51.8409628868103,59.198705076951,51.198705076951
52.7666943669319,59.1686030888495,51.1686030888495
53.6924258470535,58.7316879942229,50.7316879942229
54.6181573271751,58.7158481304722,50.7158481304722
55.5438888072968,58.7126397035362,50.7126397035362
56.4696202874184,58.6000969584528,50.6000969584528
57.39535176754,58.513270448302,50.513270448302
58.3210832476616,58.3897138642535,50.3897138642535
59.2468147277832,58.1735977280366,50.1735977280366
60.1725462079048,58.0534975017728,50.0534975017728
61.0982776880264,57.7355215678444,49.7355215678444
62.024009168148,57.8316514109933,49.8316514109933
62.9497406482697,58.8461758090424,50.8461758090424
63.8754721283913,59.0050808300024,51.0050808300024
64.8012036085129,59.4425536958002,51.4425536958002
65.7269350886345,59.0105620092295,51.0105620092295
66.6526665687561,58.8563298951149,50.8563298951149
67.5783980488777,57.9754897749548,49.9754897749548
68.5041295289993,57.8515038453469,49.8515038453469
69.4298610091209,57.8386191058356,49.8386191058356
70.3555924892426,57.7165784008055,49.7165784008055
71.2813239693642,57.6631307688633,49.6631307688633
72.2070554494858,57.5290088771822,49.5290088771822
73.1327869296074,57.8954159423398,49.8954159423398
74.058518409729,58.1401253420015,50.1401253420015
74.9842498898506,58.1101470811946,50.1101470811946
75.9099813699722,58.0828992085062,50.0828992085062
76.8357128500938,58.7082585409479,50.7082585409479
77.7614443302155,59.2152291458079,51.2152291458079
78.6871758103371,58.9874814729288,50.9874814729288
79.6129072904587,58.439168137352,50.439168137352
80.5386387705803,59.0633038641399,51.0633038641399
81.4643702507019,59.012657198359,51.012657198359
82.3901017308235,58.9023019670544,50.9023019670544
83.3158332109451,58.8639459030552,50.8639459030552
84.2415646910667,58.8362505050441,50.8362505050441
85.1672961711884,58.8156137913829,50.8156137913829
86.09302765131,58.7902433728046,50.7902433728046
87.0187591314316,58.775492063119,50.775492063119
87.9444906115532,58.7633326189632,50.7633326189632
88.8702220916748,58.7417060560092,50.7417060560092
89.7959535717964,58.7262895777307,50.7262895777307
90.721685051918,58.5782746539669,50.5782746539669
91.6474165320396,58.5992151633394,50.5992151633394
92.5731480121613,58.7084953923163,50.7084953923163
93.4988794922829,58.6676825864487,50.6676825864487
94.4246109724045,58.6063791979335,50.6063791979335
95.3503424525261,58.4787970881435,50.4787970881435
96.2760739326477,58.3623903922183,50.3623903922183
97.2018054127693,58.7770951792369,50.7770951792369
98.1275368928909,57.7904808122237,49.7904808122237
99.0532683730125,57.9035113072845,49.9035113072845
99.9789998531342,58.0471891485871,50.0471891485871
100.904731333256,58.2916517382293,50.2916517382293
101.830462813377,58.5024470484538,50.5024470484538
102.756194293499,58.8137036100451,50.8137036100451
103.681925773621,58.8128356252276,50.8128356252276
104.607657253742,58.9802759031116,50.9802759031116
105.533388733864,58.6238818121527,50.6238818121527
106.459120213985,58.1365068899117,50.1365068899117
107.384851694107,58.345849900479,50.345849900479
108.310583174229,58.231724095966,50.231724095966
109.23631465435,58.5592055941714,50.5592055941714
110.162046134472,58.0662763239478,50.0662763239478
111.087777614594,57.9299254234459,49.9299254234459
112.013509094715,58.2109960150008,50.2109960150008
112.939240574837,58.11817682349,50.11817682349
113.864972054958,58.2106296898158,50.2106296898158
114.79070353508,58.4792153825016,50.4792153825016
115.716435015202,58.6377090656358,50.6377090656358
116.642166495323,58.5148134882658,50.5148134882658
117.567897975445,58.5050244653482,50.5050244653482
118.493629455566,58.2130402053757,50.2130402053757
119.419360935688,57.8346801507854,49.8346801507854
120.34509241581,57.4854996818734,49.4854996818734
121.270823895931,57.4943701646179,49.4943701646179
122.196555376053,58.3654294269121,50.3654294269121
123.122286856174,58.8306149461226,50.8306149461226
124.048018336296,58.6513992443555,50.6513992443555
124.973749816418,57.8506205440234,49.8506205440234
125.899481296539,57.7307041364118,49.7307041364118
126.825212776661,58.0138732041014,50.0138732041014
127.750944256783,58.5975257905053,50.5975257905053
128.676675736904,58.7302684909713,50.7302684909713
129.602407217026,58.0142550124786,50.0142550124786
